Reference Number,Publication Title,Publication Authors,Publication Journal,Publication Volume,Publication Pages,Publication Year,Study Location,Experimental Design,Treatment Description,Treatment Dosage,Treatment Dosage Units,Animals per Treatment,Treatment Code,Treatment Type,Animal Metabolic Status,Rumen Cannulation Status,Animal Housing Type,Animal Feeding Type,Diet Acclimation Days,Data Collection Days,Total Treatment Days,Feed Analysis Method,Animal sex: 1 = Male; 2= Female,Animal Age (months),"Animal BW, kg",Methane Measurement Method,DIM,"ADG, kg/d ",ADG SEM,ADG SD,Intake strategy,Diet Forage #1,"Diet Forage #1, % Diet DM",Diet Forage #2,"Diet forage #2, % Diet DM",Supplemental Feed Ingredients,"Diet Forage, %DM","DMI, kg/d",DMI SEM,DMI SED,DMI SD,"Diet GE, Mcal/kg DM","Diet CP, %DM","Diet Fatty Acids, %DM","Diet EE, %DM","Diet Ash, %DM","Diet NDF, %DM","Diet ADF, %DM","Diet Lignin, %DM","Diet Starch, %DM",Rumen pH,Rumen pH SEM,Rumen pH SED,Rumen pH SD,"Rumen Ammonia, mM",Rumen Ammonia SEM,Rumen Ammonia SED,Rumen Ammonia SD,"Rumen VFA, mM",Rumen VFA SEM,Rumen VFA SED,Rumen VFA SD,"Rumen Acetate, mol/100 mol",Rumen Acetate SEM,Rumen Acetate SED ,Rumen Acetate SD ,"Rumen Propionate, mol/100 mol",Rumen Propionate SEM,Rumen Propionate SED,Rumen Propionate  SD,"Rumen Butyrate, mol/100 mol",Rumen Butyrate SEM,Rumen Butyrate SED,Rumen Butyrate SD,Rumen Sampling Method,"TTDM dig, %",TTDM dig SEM,TTDM dig SED,TTDM dig SD,"TTOM dig, % ",TTOM dig SEM,TTOM dig SED,TTOM dig SD,"TTCP dig, %",TTCP dig SEM,TTCP dig SED,TTCP dig SD,"TTGE dig, %",TTGE dig SEM,TTGE dig SED,TTGE dig SD,"TTNDF dig, %",TTNDF dig SEM,TTNDF dig SED,TTNDF dig SD,"TTADF dig, %",TTADF dig SEM,TTADF dig SED,TTADF dig SD,"TTStarch dig, %",TTStarch dig SEM,TTStarch dig SED,"Fecal N, g/d",Fecal N SEM,Fecal N SED,Fecal N SD,"Urine N, g/d",Urine N SEM,Urine N SED,Urine N SD,"Milk N, g/d",Milk N SEM,Milk N SED,"Milk, kg/d",Milk SEM,Milk SED,Milk SD,"Milk Fat, %",Milk Fat SEM,Milk Fat SED,Milk Fat SD,"Milk CP, %",Milk CP SEM,Milk CP SED,Milk CP SD,"Milk TP, %",Milk TP SEM,Milk TP SED,Milk TP SD,"Milk Lactose, %",Milk Lactose SEM,Milk Lactose SED,Milk Lactose SD,"ECM, kg/d",ECM SEM,ECM SED,ECM SD,"FCM 3.5%, kg/d",FCM 3.5% SEM,"FCM 4%, kg",FCM 4% SEM,"SCM, kg/d","SCM, SEM","FPCM, kg/d",FPCM SEM,FPCM SED,FPCM SD,"MUN, mg/dL",MUN SEM,MUN SD,"CH4, g/d ",CH4 SEM,CH4 SED,CH4 SD,"CH4/DMI, g/kg","CH4/DMI, SEM","CH4/DMI, SED","CH4/DMI, SD","CH4, %GEI","CH4, %GEI SEM","CH4, %GEI SED","CH4, %GEI SD","CH4/Milk, g/kg","CH4/Milk,SEM","CH4/Milk, SED","CH4/Milk, SD","CH4/ECM, g/kg","CH4/ECM,SEM","CH4/ECM, SED","CH4/ECM, SD",CH4/BW Gain g/kg,"CH4/BW Gain, g/kg SEM","H2, g/d",H2 SEM,H2 SD,H2/DMI g/kg,H2/DMI g/kg SEM,"H2/DMI, g/kg SED",H2/DMI g/kg SD,"CO2, g/d ",CO2 SEM,CO2 SED,CO2 SD,"CO2/DMI, g/kg","CO2/DMI, g/kg SEM","CO2/DMI, g/kg SED","CO2/DMI, g/kg SD"
354,Implications of dairy systems on enteric methane and postulated effects on total greenhouse gas emission. ,"Fredeen, A., Juurlink, S., Main, M., Astatkie, T., & Martin, R. C.",Animal,7,1875-1883,2013,Canada,Continuous experiment,"Fall, TMR",,,12,Fall TMR,Diet Reformulation,Lactating,Non-cannulated,Individual,TMR,16,4,20,Wet Chemistry,2,,,Respiration chamber,,,,,Ad libitum,Grass Legume Hay,,,,"Fine ground corn, steam flaked corn, ground barley, corn gluten meal, soybean meal, wheat bran, beet pulp",50.56,19.54,3.26,,,,16.7,,,,40.4,24.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.4,2.15,,,,,,,,,,421,64.6,,,21.7,3.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
355,Energy content of reduced-fat dried distillers grains with solubles for lactating dairy cows. ,"Foth, A. J., Brown-Brandl, T., Hanford, K. J., Miller, P. S., Gomez, G. G., & Kononoff, P. J.",Journal of Dairy Science,98,7142-7152,2015,United States,Switch-Back   ,0% of diet DM Reduced-fat dried distillers grains with solubles,0,%DM,16,Control,Control,Lactating,Non-cannulated,Individual,TMR,28,7,35,Wet Chemistry,2,,564,Head Box Respiration Chamber,93,,,,Restricted,Corn silage,24.5,Grass Legume Hay,25.34,"Ground corn, soybean meal, ground soybean hulls, SoyPass",49.84,21.3,0.53,,,3.97,18.6,,2.26,7.66,36.7,19.5,,26.4,,,,,,,,,,,,,,,,,,,,,,,,,,69.5,0.49,,,71.7,0.47,,,69.1,0.64,,,,,,,49.3,1.22,,,,,,,96,0.43,,194.9,6.29,,,200.3,7.24,,,178.1,7.71,,29.8,1.46,,,4.32,0.14,,,3.56,0.08,,,,,,,,,,,33.7,1.22,,,,,,,,,,,,,16.9,0.43,,361.36,8.53,,,,,,,5.72,0.14,,,11.2,0.39,,,,,,,,,,,,,,,,4572,77.69,,,,,,
355,Energy content of reduced-fat dried distillers grains with solubles for lactating dairy cows. ,"Foth, A. J., Brown-Brandl, T., Hanford, K. J., Miller, P. S., Gomez, G. G., & Kononoff, P. J.",Journal of Dairy Science,98,7142-7152,2015,United States,Switch-Back   ,28.8% of diet DM Reduced-fat dried distillers grains with solubles,28.8,%DM,16,Co-P,Diet Reformulation,Lactating,Non-cannulated,Individual,TMR,28,7,35,Wet Chemistry,2,,559,Head Box Respiration Chamber,93,,,,Restricted,Corn silage,24.5,Grass Legume Hay,25.34,"Ground corn, Reduced Fat DDGS, ground soybean hulls, SoyPass",49.84,21.4,0.53,,,4.11,19,,3.22,8.38,43.4,21.5,,17.9,,,,,,,,,,,,,,,,,,,,,,,,,,66.8,0.49,,,69,0.47,,,69.2,0.64,,,,,,,52.3,1.22,,,,,,,96.6,0.43,,198.9,6.29,,,215.8,7.24,,,173.1,7.71,,30.9,1.46,,,4.34,0.14,,,3.41,0.08,,,,,,,,,,,34.5,1.22,,,,,,,,,,,,,16.6,0.43,,338.35,8.53,,,,,,,5.13,0.14,,,10.1,0.39,,,,,,,,,,,,,,,,4446,77.69,,,,,,
356,"Effect of feeding a balanced ration on milk production, microbial nitrogen supply and methane emissions in field animals. ","Garg, M. R., Sherasia, P. L., Phondba, B. T., & Hossain, S. A.",Animal Production Science,54,1657-1661,2014,India,Continuous experiment,Unbalanced ration,,,30,"Western Region, Before RB",Diet Reformulation,Lactating,Non-cannulated,,Component,30,4,34,Wet Chemistry,2,,378.4,Sulfur Hexafluoride (SF6) tracer technique,,,,,Ad libitum,,,,,,,13.5,0.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.9,0.54,,,4.1,0.08,,,,,,,,,,,,,,,,,,,,,12.1,0.36,,,,,,,,,,,,,,,,,,,,,,19.3,1.25,,,,,,,,,,,,,,,,,,,,,,,
356,"Effect of feeding a balanced ration on milk production, microbial nitrogen supply and methane emissions in field animals. ","Garg, M. R., Sherasia, P. L., Phondba, B. T., & Hossain, S. A.",Animal Production Science,54,1657-1661,2014,India,Continuous experiment,Balanced ration,,,30,"Western Region, After RB",Diet Reformulation,Lactating,Non-cannulated,,Component,30,4,34,Wet Chemistry,2,,386.1,Sulfur Hexafluoride (SF6) tracer technique,,,,,Ad libitum,,,,,,,12.9,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.4,0.44,,,4.3,0.07,,,,,,,,,,,,,,,,,,,,,12.9,0.41,,,,,,,,,,,,,,,,,,,,,,16.3,1.78,,,,,,,,,,,,,,,,,,,,,,,
358,"The inclusion of forage mixtures in the diet of growing dairy heifers: Impacts on digestion, energy utilisation, and methane emissions. ","Hammond, K. J., Humphries, D. J., Westbury, D. B., Thompson, A., Crompton, L. A., Kirton, P., ... & Reynolds, C. K.","Agriculture, Ecosystems & Environment",197,88-95,2014,United Kingdom,Latin Square,Expt 1 - Ryegrass haylage (control),,,4,Ryegrass,Control,Growing,Non-cannulated,Pens with electronic feeders,Component,28,7,35,Wet Chemistry,2,14,398,Respiration Chamber (Open-Circuit),,,,,Restricted,Grass silage,87.55,,,Calf Pellet (1 kg DM/day),87.55,8.03,0.246,,,,19.1,,3.75,10.4,50.1,34.7,,2.73,,,,,,,,,,,,,,,,,,,,,,,,,,71.3,1.51,,,72.1,1.62,,,69.9,1.93,,,,,,,69.3,2.25,,,70.7,3.91,,,,,,66.1,3.24,,,92.3,5.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,230,9,,,28.4,0.7,,,8.5,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,
358,"The inclusion of forage mixtures in the diet of growing dairy heifers: Impacts on digestion, energy utilisation, and methane emissions. ","Hammond, K. J., Humphries, D. J., Westbury, D. B., Thompson, A., Crompton, L. A., Kirton, P., ... & Reynolds, C. K.","Agriculture, Ecosystems & Environment",197,88-95,2014,United Kingdom,Latin Square,Expt 1- Trefoil haylage,,,4,Trefoil ,Diet Reformulation,Growing,Non-cannulated,Pens with electronic feeders,Component,28,7,35,Wet Chemistry,2,14,397,Respiration Chamber (Open-Circuit),,,,,Restricted,Birdsfoot Trefoil Silage,86.86,,,Calf Pellet (1 kg DM/day),86.86,7.61,0.246,,,,9.67,,3.25,8.3,59.9,32.3,,2.99,,,,,,,,,,,,,,,,,,,,,,,,,,64.8,1.51,,,65.5,1.62,,,52.3,1.93,,,,,,,63,2.25,,,58.9,3.91,,,,,,55.6,3.24,,,39.8,5.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,218,9,,,28.9,0.7,,,9.1,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,
358,"The inclusion of forage mixtures in the diet of growing dairy heifers: Impacts on digestion, energy utilisation, and methane emissions. ","Hammond, K. J., Humphries, D. J., Westbury, D. B., Thompson, A., Crompton, L. A., Kirton, P., ... & Reynolds, C. K.","Agriculture, Ecosystems & Environment",197,88-95,2014,United Kingdom,Latin Square,Expt 1 - Clover haylage,,,4,Clover ,Diet Reformulation,Growing,Non-cannulated,Pens with electronic feeders,Component,28,7,35,Wet Chemistry,2,14,401,Respiration Chamber (Open-Circuit),,,,,Restricted,Grass Legume Silage ,85.84,,,Calf Pellet (1 kg DM/day),85.84,7.06,0.246,,,,10.2,,2.69,8.2,59,33.6,,2.74,,,,,,,,,,,,,,,,,,,,,,,,,,68.9,1.51,,,70.5,1.62,,,49.5,1.93,,,,,,,67.7,2.25,,,55.4,3.91,,,,,,59.7,3.24,,,47.1,5.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200,9,,,28,0.7,,,8.9,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,
358,"The inclusion of forage mixtures in the diet of growing dairy heifers: Impacts on digestion, energy utilisation, and methane emissions. ","Hammond, K. J., Humphries, D. J., Westbury, D. B., Thompson, A., Crompton, L. A., Kirton, P., ... & Reynolds, C. K.","Agriculture, Ecosystems & Environment",197,88-95,2014,United Kingdom,Latin Square,Expt 1 - Flowers haylage,,,4,Flowers,Diet Reformulation,Growing,Non-cannulated,Pens with electronic feeders,Component,28,7,35,Wet Chemistry,2,14,400,Respiration Chamber (Open-Circuit),,,,,Restricted,Grass silage,86.58,,,Calf Pellet (1 kg DM/day),86.58,7.45,0.246,,,,9.63,,2.76,9.2,53.5,31.9,,3.23,,,,,,,,,,,,,,,,,,,,,,,,,,55.8,1.51,,,60,1.62,,,40.7,1.93,,,,,,,51.7,2.25,,,42.5,3.91,,,,,,74,3.24,,,29,5.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,190,9,,,25.6,0.7,,,8.3,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,
359,Effect of concentrate feed level on methane emissions from grazing dairy cows. ,"Jiao, H. P., Dale, A. J., Carson, A. F., Murray, S., Gordon, A. W., & Ferris, C. P. ",Journal of Dairy Science,97,7043-7053,2014,United Kingdom,Completely Random Design,6.0 kg concentrate,6,kg/d fresh basis,10,6,Diet Reformulation,Lactating,Non-cannulated,Pasture,Component,30,5,35,Wet Chemistry,2,,565,Sulfur Hexafluoride (SF6) tracer technique,,,,,Ad libitum,Grass - Fresh,66,,,"Soybean hulls, maize, wheat, soybean meal, rape meal, molasses, distillers grains, wheat feed pellets, citrus pulp",66,15.5,,0.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.9,,0.87,,3.68,,0.142,,3.4,,0.056,,,,,,4.4,,0.03,,24.8,,0.75,,,,,,,,,,,,,,,272,,11.1,,17.7,,0.72,,5.3,,0.21,,11.2,,0.66,,11.4,,0.56,,,,,,,,,,,,,,,,,,
359,Effect of concentrate feed level on methane emissions from grazing dairy cows. ,"Jiao, H. P., Dale, A. J., Carson, A. F., Murray, S., Gordon, A. W., & Ferris, C. P. ",Journal of Dairy Science,97,7043-7053,2014,United Kingdom,Completely Random Design,4.0 kg concentrate,4,kg/d fresh basis,10,4,Diet Reformulation,Lactating,Non-cannulated,Pasture,Component,30,5,35,Wet Chemistry,2,,552,Sulfur Hexafluoride (SF6) tracer technique,,,,,Ad libitum,Grass - Fresh,75,,,"Soybean hulls, maize, wheat, soybean meal, rape meal, molasses, distillers grains, wheat feed pellets, citrus pulp",75,14.2,,0.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.4,,0.87,,4.15,,0.142,,3.4,,0.056,,,,,,4.44,,0.03,,22.8,,0.75,,,,,,,,,,,,,,,273,,11.1,,19.3,,0.72,,5.7,,0.21,,12.9,,0.66,,12.5,,0.56,,,,,,,,,,,,,,,,,,
359,Effect of concentrate feed level on methane emissions from grazing dairy cows. ,"Jiao, H. P., Dale, A. J., Carson, A. F., Murray, S., Gordon, A. W., & Ferris, C. P. ",Journal of Dairy Science,97,7043-7053,2014,United Kingdom,Completely Random Design,8.0 kg concentrate,8,kg/d fresh basis,10,8,Diet Reformulation,Lactating,Non-cannulated,Pasture,Component,30,5,35,Wet Chemistry,2,,570,Sulfur Hexafluoride (SF6) tracer technique,,,,,Ad libitum,Grass - Fresh,54,,,"Soybean hulls, maize, wheat, soybean meal, rape meal, molasses, distillers grains, wheat feed pellets, citrus pulp",54,15.4,,0.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.5,,0.87,,3.65,,0.142,,3.36,,0.056,,,,,,4.45,,0.03,,25.1,,0.75,,,,,,,,,,,,,,,277,,11.1,,18.1,,0.72,,5.4,,0.21,,10.8,,0.66,,11.1,,0.56,,,,,,,,,,,,,,,,,,
359,Effect of concentrate feed level on methane emissions from grazing dairy cows. ,"Jiao, H. P., Dale, A. J., Carson, A. F., Murray, S., Gordon, A. W., & Ferris, C. P. ",Journal of Dairy Science,97,7043-7053,2014,United Kingdom,Completely Random Design,"2.0 kg concentrate (mixture of different grains,..)",2,kg/d fresh basis,10,2,Diet Reformulation,Lactating,Non-cannulated,Pasture,Component,30,5,35,Wet Chemistry,2,,577,Sulfur Hexafluoride (SF6) tracer technique,,,,,Ad libitum,Grass - Fresh,88,,,"Soybean hulls, maize, wheat, soybean meal, rape meal, molasses, distillers grains, wheat feed pellets, citrus pulp",88,14.5,,0.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.6,,0.87,,4.55,,0.142,,3.56,,0.056,,,,,,4.37,,0.03,,21.1,,0.75,,,,,,,,,,,,,,,287,,11.1,,20,,0.72,,5.9,,0.21,,15.4,,0.66,,14.1,,0.56,,,,,,,,,,,,,,,,,,
362,Methyl-coenzyme M reductase A as an indicator to estimate methane production from dairy cows. ,"Casañas, M. A., Rangkasenee, N., Krattenmacher, N., Thaller, G., Metges, C. C., & Kuhla, B.",Journal of Dairy Science,98,4074-4083,2015,Germany,Completely Random Design,High concentrate diet,,,10,HC,Diet Reformulation,Lactating,Non-cannulated,Free Stall Barn ,TMR,33,1,34,Unknown,2,,,Respiration chamber,,,,,,Grass silage,21.7,Corn silage,31.7,"Sugar beet pulp, rape expeller, wheat bran, rapeseed meal, corn meal, extracted soy meal, molasses",55.5,15.6,,,4.2,,16.2,,4.4,,32.4,21,,17.8,6.9,,,0.3,,,,,,,,,51.8,,,2.8,24.8,,,2.7,16.9,,,1.9,Stomach Tube,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.3,,,5.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,354.47982,58.0527,,,22.9,1.72008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
362,Methyl-coenzyme M reductase A as an indicator to estimate methane production from dairy cows. ,"Casañas, M. A., Rangkasenee, N., Krattenmacher, N., Thaller, G., Metges, C. C., & Kuhla, B.",Journal of Dairy Science,98,4074-4083,2015,Germany,Completely Random Design,Medium concentrate diet,,,10,MC,Diet Reformulation,Lactating,Non-cannulated,Free Stall Barn ,TMR,33,1,34,Unknown,2,,,Respiration chamber,,,,,,Grass silage,27.9,Corn silage,17.7,"Sugar beet pulp, rape expeller, wheat bran, rapeseed meal, corn meal, extracted soy meal, molasses",58.1,15.2,,,4.7,,15.3,,2.7,,34.9,20.5,,9.9,7.1,,,0.3,,,,,,,,,55,,,2.1,20.8,,,1,17.4,,,1.2,Stomach Tube,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.9,,,4.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,394.47168,92.4543,,,26.8,3.87018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
369,Effects of soybean meal or canola meal on milk production and methane emissions in lactating dairy cows fed grass silage-based diets.,"Gidlund, H., Hetta, M., Krizsan, S. J., Lemosquet, S., & Huhtanen, P. ",Journal of Dairy Science,98,8093-8106,2015,Sweden,Change Over ,"Control (crimped barley, no protein feed)",0,g/kg of DM,7,Control,Control ,Lactating,Non-cannulated,Free Stall Barn ,TMR,14,7,21,Wet Chemistry,2,,633,GreenFeed System,88,,,,Ad libitum,Grass silage,60,,,Crimped barley,60,20.4,0.37,,,,15.3,,2.4,7.2,43.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.6,0.69,,,4.52,0.085,,,3.55,0.053,,,,,,,4.79,0.032,,,28.6,0.76,,,,,,,,,,,,,8.5,0.42,,463,17,,,24.1,0.63,,,,,,,,,,,17.5,0.71,,,,,,,,,,,,11300,280,,,591,15.3,,
369,Effects of soybean meal or canola meal on milk production and methane emissions in lactating dairy cows fed grass silage-based diets.,"Gidlund, H., Hetta, M., Krizsan, S. J., Lemosquet, S., & Huhtanen, P. ",Journal of Dairy Science,98,8093-8106,2015,Sweden,Change Over ,Medium level of canola meal (140 g/kg DM),140,g/kg of DM,7,CM,Diet Reformulation,Lactating,Non-cannulated,Free Stall Barn ,TMR,14,7,21,Wet Chemistry,2,,637,GreenFeed System,88,,,,Ad libitum,Grass silage,60,,,"Crimped barley, heat treated canola meal",60,21.3,0.37,,,,18.4,,2.7,8,44.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.9,0.69,,,4.35,0.085,,,3.5,0.053,,,,,,,4.79,0.032,,,30.5,0.76,,,,,,,,,,,,,11,0.42,,447,17,,,22.6,0.63,,,,,,,,,,,16.1,0.71,,,,,,,,,,,,11500,280,,,581,15.3,,
369,Effects of soybean meal or canola meal on milk production and methane emissions in lactating dairy cows fed grass silage-based diets.,"Gidlund, H., Hetta, M., Krizsan, S. J., Lemosquet, S., & Huhtanen, P. ",Journal of Dairy Science,98,8093-8106,2015,Sweden,Change Over ,High  level of canola meal (210 g/kg DM),210,g/kg of DM,7,CH,Diet Reformulation,Lactating,Non-cannulated,Free Stall Barn ,TMR,14,7,21,Wet Chemistry,2,,637,GreenFeed System,88,,,,Ad libitum,Grass silage,60,,,"Crimped barley, heat treated canola meal",60,20.8,0.37,,,,20.1,,2.8,8.4,44.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.9,0.69,,,4.39,0.085,,,3.53,0.053,,,,,,,4.76,0.032,,,30.7,0.76,,,,,,,,,,,,,12,0.42,,456,17,,,22.5,0.63,,,,,,,,,,,15.8,0.71,,,,,,,,,,,,11700,280,,,581,15.3,,
369,Effects of soybean meal or canola meal on milk production and methane emissions in lactating dairy cows fed grass silage-based diets.,"Gidlund, H., Hetta, M., Krizsan, S. J., Lemosquet, S., & Huhtanen, P. ",Journal of Dairy Science,98,8093-8106,2015,Sweden,Change Over ,Low level of canola meal (70 g/kg DM),70,g/kg of DM,7,CL,Diet Reformulation,Lactating,Non-cannulated,Free Stall Barn ,TMR,14,7,21,Wet Chemistry,2,,632,GreenFeed System,88,,,,Ad libitum,Grass silage,60,,,"Crimped barley, heat treated canola meal",60,20.7,0.37,,,,17,,2.5,7.6,43.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28,0.69,,,4.31,0.085,,,3.5,0.053,,,,,,,4.78,0.032,,,29.4,0.76,,,,,,,,,,,,,9.3,0.42,,458,17,,,22.6,0.63,,,,,,,,,,,16.9,0.71,,,,,,,,,,,,11300,280,,,561,15.3,,
369,Effects of soybean meal or canola meal on milk production and methane emissions in lactating dairy cows fed grass silage-based diets.,"Gidlund, H., Hetta, M., Krizsan, S. J., Lemosquet, S., & Huhtanen, P. ",Journal of Dairy Science,98,8093-8106,2015,Sweden,Change Over ,Medium level of soybean meal (100 g/kg DM),100,g/kg of DM,6,SM,Diet Reformulation,Lactating,Non-cannulated,Free Stall Barn ,TMR,14,7,21,Wet Chemistry,2,,636,GreenFeed System,88,,,,Ad libitum,Grass silage,60,,,"Crimped barley, soybean meal",60,20.7,0.37,,,,19,,2.2,7.6,42.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28,0.69,,,4.5,0.085,,,3.51,0.053,,,,,,,4.8,0.032,,,30,0.76,,,,,,,,,,,,,12.6,0.42,,447,17,,,21.9,0.63,,,,,,,,,,,15.9,0.71,,,,,,,,,,,,11100,280,,,550,15.3,,
369,Effects of soybean meal or canola meal on milk production and methane emissions in lactating dairy cows fed grass silage-based diets.,"Gidlund, H., Hetta, M., Krizsan, S. J., Lemosquet, S., & Huhtanen, P. ",Journal of Dairy Science,98,8093-8106,2015,Sweden,Change Over ,Low level of soybean meal (50 g/kg DM),50,g/kg of DM,8,SL,Diet Reformulation,Lactating,Non-cannulated,Free Stall Barn ,TMR,14,7,21,Wet Chemistry,2,,632,GreenFeed System,88,,,,Ad libitum,Grass silage,60,,,"Crimped barley, soybean meal",60,20.4,0.37,,,,17.3,,2.3,7.4,43.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.5,0.69,,,4.3,0.085,,,3.5,0.053,,,,,,,4.8,0.032,,,29,0.76,,,,,,,,,,,,,10,0.42,,449,17,,,23,0.63,,,,,,,,,,,16.9,0.71,,,,,,,,,,,,11100,280,,,571,15.3,,
369,Effects of soybean meal or canola meal on milk production and methane emissions in lactating dairy cows fed grass silage-based diets.,"Gidlund, H., Hetta, M., Krizsan, S. J., Lemosquet, S., & Huhtanen, P. ",Journal of Dairy Science,98,8093-8106,2015,Sweden,Change Over ,High level of soybean meal (150 g/kg DM),150,g/kg of DM,7,SH,Diet Reformulation,Lactating,Non-cannulated,Free Stall Barn ,TMR,14,7,21,Wet Chemistry,2,,635,GreenFeed System,88,,,,Ad libitum,Grass silage,60,,,"Crimped barley, soybean meal",60,20.5,0.37,,,,21,,2.1,7.8,42.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28,0.69,,,4.35,0.085,,,3.48,0.053,,,,,,,4.82,0.032,,,29.5,0.76,,,,,,,,,,,,,14.6,0.42,,461,17,,,24.1,0.63,,,,,,,,,,,17.8,0.71,,,,,,,,,,,,11400,280,,,594,15.3,,
371,Effects of forage source and extruded linseed supplementation on methane emissions from growing dairy cattle of differing body weights.,"Hammond, K. J., Humphries, D. J., Crompton, L. A., Kirton, P., & Reynolds, C. K. ",Journal of Dairy Science,98,8066-8077,2015,United Kingdom,Latin Square,"Expt 1 - Maize silage, 0g of extruded linseed/kg of DM ",0,g/kg DM,4,Experiment 1 MS,Control,Growing,Non-cannulated,Pens with electronic feeders,TMR,28,5,33,Wet Chemistry,2,13,454,Respiration chamber,,,,,Restricted,Corn silage,75,,,"Cracked wheat, soybean meal",75,9.29,0.89,,,,14.4,,3.61,5.1,26.7,17.1,,32.9,,,,,,,,,,,,,,,,,,,,,,,,,,72.9,1,,,74.9,0.54,,,66.1,2.06,,,,,,,55.6,1.94,,,55,2.25,,,98.7,0.379,,77.7,4.4,,,75.5,14.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,220,14.4,,,22.3,1.24,,,6.86,0.38,,,,,,,,,,,,,,,,,,,,,,,,,,,
371,Effects of forage source and extruded linseed supplementation on methane emissions from growing dairy cattle of differing body weights.,"Hammond, K. J., Humphries, D. J., Crompton, L. A., Kirton, P., & Reynolds, C. K. ",Journal of Dairy Science,98,8066-8077,2015,United Kingdom,Latin Square,"Expt 1 - Grass silage, 0g of extruded linseed/kg of DM ",0,g/kg DM,4,Experiment 1 GS,Control,Growing,Non-cannulated,Pens with electronic feeders,TMR,28,5,33,Wet Chemistry,2,13,448,Respiration chamber,,,,,Restricted,Grass silage,75,,,"Cracked wheat, soybean meal",75,7.94,0.89,,,,18.1,,4.15,4.9,37.9,23.4,,12.7,,,,,,,,,,,,,,,,,,,,,,,,,,76,1,,,80,0.54,,,67.4,2.06,,,,,,,77,1.94,,,70.3,2.25,,,98.2,0.379,,70.9,4.4,,,80.4,14.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,203,14.4,,,27,1.24,,,8.47,0.38,,,,,,,,,,,,,,,,,,,,,,,,,,,
